Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2015,2019,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",969,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",907,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",887,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",903,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",4971,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",4952,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5260,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5561,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5697,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",5484,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",6066,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Petroleum, chemical, rubber and plastic products",6404,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1772,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1871,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1944,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",2005,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",2083,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1810,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1862,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",1924,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",5721,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",5858,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",5825,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",5984,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",6068,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",5921,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",6498,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Electrical, electronic and optical products",7232,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",684,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",759,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",835,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",893,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",867,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",770,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",836,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Transport equipment, other manufacturing and repair",916,p,,
2015,2015,Negeri Sembilan,Construction,Residential and non-residential,879,f,,
2015,2016,Negeri Sembilan,Construction,Residential and non-residential,928,f,,
2015,2017,Negeri Sembilan,Construction,Residential and non-residential,1059,f,,
2015,2018,Negeri Sembilan,Construction,Residential and non-residential,928,f,,
2015,2019,Negeri Sembilan,Construction,Residential and non-residential,718,f,,
2015,2020,Negeri Sembilan,Construction,Residential and non-residential,699,f,,
2015,2021,Negeri Sembilan,Construction,Residential and non-residential,727,e,,
2015,2022,Negeri Sembilan,Construction,Residential and non-residential,814,p,,
2015,2015,Negeri Sembilan,Construction,Civil engineering,276,f,,
2015,2016,Negeri Sembilan,Construction,Civil engineering,413,f,,
2015,2017,Negeri Sembilan,Construction,Civil engineering,521,f,,
2015,2018,Negeri Sembilan,Construction,Civil engineering,801,f,,
2015,2019,Negeri Sembilan,Construction,Civil engineering,815,f,,
2015,2020,Negeri Sembilan,Construction,Civil engineering,473,f,,
2015,2021,Negeri Sembilan,Construction,Civil engineering,407,e,,
2015,2022,Negeri Sembilan,Construction,Civil engineering,401,p,,
2015,2015,Negeri Sembilan,Construction,Special trade,184,f,,
2015,2016,Negeri Sembilan,Construction,Special trade,125,f,,
2015,2017,Negeri Sembilan,Construction,Special trade,137,f,,
2015,2018,Negeri Sembilan,Construction,Special trade,187,f,,
2015,2019,Negeri Sembilan,Construction,Special trade,310,f,,
2015,2020,Negeri Sembilan,Construction,Special trade,198,f,,
2015,2021,Negeri Sembilan,Construction,Special trade,233,e,,
2015,2022,Negeri Sembilan,Construction,Special trade,230,p,,
2015,2015,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",5311,f,,
2015,2016,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",5653,f,,
2015,2017,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",5805,f,,
2015,2018,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",6195,f,,
2015,2019,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",7228,f,,
2015,2020,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",7619,f,,
2015,2021,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",7776,e,,
2015,2022,Negeri Sembilan,Services,"Utilities, transportation & storage and information & communication",8068,p,,
2015,2015,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",5540,f,,
2015,2016,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",5821,f,,
2015,2017,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",6195,f,,
2015,2018,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",6601,f,,
2015,2019,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",7017,f,,
2015,2020,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",6381,f,,
2015,2021,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",6334,e,,
2015,2022,Negeri Sembilan,Services,"Wholesale and retail trade, food & beverage and accommodation",7308,p,,
2015,2015,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2402,f,,
2015,2016,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2505,f,,
2015,2017,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2621,f,,
2015,2018,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2749,f,,
2015,2019,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2929,f,,
2015,2020,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",2865,f,,
2015,2021,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",3058,e,,
2015,2022,Negeri Sembilan,Services,"Finance and insurance, real estate and business services",3273,p,,
2015,2015,Negeri Sembilan,Services,Other services,2008,f,,
2015,2016,Negeri Sembilan,Services,Other services,2121,f,,
2015,2017,Negeri Sembilan,Services,Other services,2242,f,,
2015,2018,Negeri Sembilan,Services,Other services,2359,f,,
2015,2019,Negeri Sembilan,Services,Other services,2500,f,,
2015,2020,Negeri Sembilan,Services,Other services,2385,f,,
2015,2021,Negeri Sembilan,Services,Other services,2369,e,,
2015,2022,Negeri Sembilan,Services,Other services,2500,p,,
2015,2015,Negeri Sembilan,Services,Government services,3690,f,,
2015,2016,Negeri Sembilan,Services,Government services,3876,f,,
2015,2017,Negeri Sembilan,Services,Government services,4052,f,,
2015,2018,Negeri Sembilan,Services,Government services,4222,f,,
2015,2019,Negeri Sembilan,Services,Government services,4364,f,,
2015,2020,Negeri Sembilan,Services,Government services,4572,f,,
2015,2021,Negeri Sembilan,Services,Government services,4816,e,,
2015,2022,Negeri Sembilan,Services,Government services,5046,p,,
2015,2015,Negeri Sembilan,Plus: Import duties,Plus: Import duties,817,f,,
2015,2016,Negeri Sembilan,Plus: Import duties,Plus: Import duties,942,f,,
2015,2017,Negeri Sembilan,Plus: Import duties,Plus: Import duties,992,f,,
2015,2018,Negeri Sembilan,Plus: Import duties,Plus: Import duties,897,f,,
2015,2019,Negeri Sembilan,Plus: Import duties,Plus: Import duties,731,f,,
2015,2020,Negeri Sembilan,Plus: Import duties,Plus: Import duties,864,f,,
2015,2021,Negeri Sembilan,Plus: Import duties,Plus: Import duties,610,e,,
2015,2022,Negeri Sembilan,Plus: Import duties,Plus: Import duties,318,p,,
2015,2015,Pahang,Agriculture,Agriculture,11665,f,,
2015,2016,Pahang,Agriculture,Agriculture,11193,f,,
2015,2017,Pahang,Agriculture,Agriculture,12254,f,,
2015,2018,Pahang,Agriculture,Agriculture,12419,f,,
2015,2019,Pahang,Agriculture,Agriculture,12849,f,,
2015,2020,Pahang,Agriculture,Agriculture,13001,f,,
2015,2021,Pahang,Agriculture,Agriculture,13000,e,,
2015,2022,Pahang,Agriculture,Agriculture,13633,p,,
2015,2015,Pahang,Mining and quarrying,Mining and quarrying,1311,f,,
2015,2016,Pahang,Mining and quarrying,Mining and quarrying,879,f,,
2015,2017,Pahang,Mining and quarrying,Mining and quarrying,709,f,,
2015,2018,Pahang,Mining and quarrying,Mining and quarrying,705,f,,
2015,2019,Pahang,Mining and quarrying,Mining and quarrying,820,f,,
2015,2020,Pahang,Mining and quarrying,Mining and quarrying,614,f,,
2015,2021,Pahang,Mining and quarrying,Mining and quarrying,507,e,,
2015,2022,Pahang,Mining and quarrying,Mining and quarrying,557,p,,
2015,2015,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1543,f,,
2015,2016,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1454,f,,
2015,2017,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1736,f,,
2015,2018,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1825,f,,
2015,2019,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1941,f,,
2015,2020,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1910,f,,
2015,2021,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1750,e,,
2015,2022,Pahang,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1794,p,,
2015,2015,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",41,f,,
2015,2016,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",42,f,,
2015,2017,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",54,f,,
2015,2018,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",60,f,,
2015,2019,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",57,f,,
2015,2020,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",57,f,,
2015,2021,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",57,e,,
2015,2022,Pahang,Manufacturing,"Textiles, wearing apparel and leather products",59,p,,
2015,2015,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",625,f,,
2015,2016,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",677,f,,
2015,2017,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",720,f,,
2015,2018,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",761,f,,
2015,2019,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",790,f,,
2015,2020,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",690,f,,
2015,2021,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",853,e,,
2015,2022,Pahang,Manufacturing,"Wood products, furniture, paper products and printing",837,p,,
2015,2015,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",4925,f,,
2015,2016,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",5166,f,,
2015,2017,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",5389,f,,
2015,2018,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",5689,f,,
2015,2019,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",5916,f,,
2015,2020,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",5764,f,,
2015,2021,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",6077,e,,
2015,2022,Pahang,Manufacturing,"Petroleum, chemical, rubber and plastic products",6109,p,,
2015,2015,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",853,f,,
2015,2016,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",906,f,,
2015,2017,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",951,f,,
2015,2018,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",947,f,,
2015,2019,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",935,f,,
2015,2020,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",837,f,,
2015,2021,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",912,e,,
2015,2022,Pahang,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",981,p,,
2015,2015,Pahang,Manufacturing,"Electrical, electronic and optical products",175,f,,
2015,2016,Pahang,Manufacturing,"Electrical, electronic and optical products",184,f,,
