year,state,industry,employed
1995,Selangor,"Agriculture, forestry, livestock and fishing",59.3
1996,Selangor,"Agriculture, forestry, livestock and fishing",61.2
1997,Selangor,"Agriculture, forestry, livestock and fishing",48.4
1998,Selangor,"Agriculture, forestry, livestock and fishing",51.6
1999,Selangor,"Agriculture, forestry, livestock and fishing",46.3
2000,Selangor,"Agriculture, forestry, livestock and fishing",54.2
2001,Selangor,"Agriculture, hunting and forestry",37.2
2002,Selangor,"Agriculture, hunting and forestry",42.5
2003,Selangor,"Agriculture, hunting and forestry",52.7
2004,Selangor,"Agriculture, hunting and forestry",57.3
2005,Selangor,"Agriculture, hunting and forestry",50.4
2006,Selangor,"Agriculture, hunting and forestry",51.6
2007,Selangor,"Agriculture, hunting and forestry",46.4
2008,Selangor,"Agriculture, hunting and forestry",38.3
2009,Selangor,"Agriculture, hunting and forestry",44.2
2010,Selangor,"Agriculture, forestry and fishing",50.1
2011,Selangor,"Agriculture, forestry and fishing",46.2
2012,Selangor,"Agriculture, forestry and fishing",50.1
2013,Selangor,"Agriculture, forestry and fishing",55.5
2014,Selangor,"Agriculture, forestry and fishing",42.4
2015,Selangor,"Agriculture, forestry and fishing",48.5
2016,Selangor,"Agriculture, forestry and fishing",41.8
2017,Selangor,"Agriculture, forestry and fishing",55
2018,Selangor,"Agriculture, forestry and fishing",67.9
2019,Selangor,"Agriculture, forestry and fishing",57.7
2020,Selangor,"Agriculture, forestry and fishing",80.8
2021,Selangor,"Agriculture, forestry and fishing",187.9
1982,Terengganu,"Agriculture, forestry, livestock and fishing",78.9
1983,Terengganu,"Agriculture, forestry, livestock and fishing",71.3
1984,Terengganu,"Agriculture, forestry, livestock and fishing",60.2
1985,Terengganu,"Agriculture, forestry, livestock and fishing",70.2
1986,Terengganu,"Agriculture, forestry, livestock and fishing",79
1987,Terengganu,"Agriculture, forestry, livestock and fishing",73.3
1988,Terengganu,"Agriculture, forestry, livestock and fishing",83.9
1989,Terengganu,"Agriculture, forestry, livestock and fishing",81.7
1990,Terengganu,"Agriculture, forestry, livestock and fishing",82.6
1992,Terengganu,"Agriculture, forestry, livestock and fishing",61.9
1993,Terengganu,"Agriculture, forestry, livestock and fishing",59.9
1995,Terengganu,"Agriculture, forestry, livestock and fishing",61.3
1996,Terengganu,"Agriculture, forestry, livestock and fishing",72.3
1997,Terengganu,"Agriculture, forestry, livestock and fishing",56.5
1998,Terengganu,"Agriculture, forestry, livestock and fishing",65.7
1999,Terengganu,"Agriculture, forestry, livestock and fishing",74.5
2000,Terengganu,"Agriculture, forestry, livestock and fishing",61.6
2001,Terengganu,"Agriculture, hunting and forestry",44.6
2002,Terengganu,"Agriculture, hunting and forestry",38.1
2003,Terengganu,"Agriculture, hunting and forestry",51.8
2004,Terengganu,"Agriculture, hunting and forestry",50.6
2005,Terengganu,"Agriculture, hunting and forestry",48.5
2006,Terengganu,"Agriculture, hunting and forestry",46.4
2007,Terengganu,"Agriculture, hunting and forestry",49.1
2008,Terengganu,"Agriculture, hunting and forestry",45
2009,Terengganu,"Agriculture, hunting and forestry",43.4
2010,Terengganu,"Agriculture, forestry and fishing",51.2
2011,Terengganu,"Agriculture, forestry and fishing",53.6
2012,Terengganu,"Agriculture, forestry and fishing",50.7
2013,Terengganu,"Agriculture, forestry and fishing",58.9
2014,Terengganu,"Agriculture, forestry and fishing",41.1
2015,Terengganu,"Agriculture, forestry and fishing",42.1
2016,Terengganu,"Agriculture, forestry and fishing",42
2017,Terengganu,"Agriculture, forestry and fishing",40.4
2018,Terengganu,"Agriculture, forestry and fishing",41.9
2019,Terengganu,"Agriculture, forestry and fishing",42.9
2020,Terengganu,"Agriculture, forestry and fishing",49.4
2021,Terengganu,"Agriculture, forestry and fishing",33.1
2001,Kuala Lumpur,"Agriculture, hunting and forestry",1.8
2002,Kuala Lumpur,"Agriculture, hunting and forestry",1.4
2003,Kuala Lumpur,"Agriculture, hunting and forestry",1
2004,Kuala Lumpur,"Agriculture, hunting and forestry",1.2
2005,Kuala Lumpur,"Agriculture, hunting and forestry",1
2006,Kuala Lumpur,"Agriculture, hunting and forestry",0.7
2007,Kuala Lumpur,"Agriculture, hunting and forestry",1.5
2008,Kuala Lumpur,"Agriculture, hunting and forestry",1
2009,Kuala Lumpur,"Agriculture, hunting and forestry",1.2
2010,Kuala Lumpur,"Agriculture, forestry and fishing",1.2
2011,Kuala Lumpur,"Agriculture, forestry and fishing",0.2
2012,Kuala Lumpur,"Agriculture, forestry and fishing",1.2
2013,Kuala Lumpur,"Agriculture, forestry and fishing",0.8
2014,Kuala Lumpur,"Agriculture, forestry and fishing",0.8
2015,Kuala Lumpur,"Agriculture, forestry and fishing",0.6
2016,Kuala Lumpur,"Agriculture, forestry and fishing",0.4
2017,Kuala Lumpur,"Agriculture, forestry and fishing",0.4
2018,Kuala Lumpur,"Agriculture, forestry and fishing",1.4
2019,Kuala Lumpur,"Agriculture, forestry and fishing",1.1
2020,Kuala Lumpur,"Agriculture, forestry and fishing",1.1
2021,Kuala Lumpur,"Agriculture, forestry and fishing",11.7
1984,Labuan,"Agriculture, forestry, livestock and fishing",1
1985,Labuan,"Agriculture, forestry, livestock and fishing",1.1
1986,Labuan,"Agriculture, forestry, livestock and fishing",1.1
1987,Labuan,"Agriculture, forestry, livestock and fishing",0.9
1988,Labuan,"Agriculture, forestry, livestock and fishing",1
1989,Labuan,"Agriculture, forestry, livestock and fishing",1.1
1990,Labuan,"Agriculture, forestry, livestock and fishing",0.1
1992,Labuan,"Agriculture, forestry, livestock and fishing",1
1993,Labuan,"Agriculture, forestry, livestock and fishing",1.4
1995,Labuan,"Agriculture, forestry, livestock and fishing",1
1996,Labuan,"Agriculture, forestry, livestock and fishing",1.8
1997,Labuan,"Agriculture, forestry, livestock and fishing",2.9
1998,Labuan,"Agriculture, forestry, livestock and fishing",1.3
1999,Labuan,"Agriculture, forestry, livestock and fishing",3.1
2000,Labuan,"Agriculture, forestry, livestock and fishing",1.2
2001,Labuan,"Agriculture, hunting and forestry",0.3
2002,Labuan,"Agriculture, hunting and forestry",0.5
2003,Labuan,"Agriculture, hunting and forestry",0.4
2004,Labuan,"Agriculture, hunting and forestry",0.7
2005,Labuan,"Agriculture, hunting and forestry",0.5
2006,Labuan,"Agriculture, hunting and forestry",0.6
2007,Labuan,"Agriculture, hunting and forestry",0.9
2008,Labuan,"Agriculture, hunting and forestry",0.5
2009,Labuan,"Agriculture, hunting and forestry",0.4
2010,Labuan,"Agriculture, forestry and fishing",0.7
2011,Labuan,"Agriculture, forestry and fishing",1
2012,Labuan,"Agriculture, forestry and fishing",1
2013,Labuan,"Agriculture, forestry and fishing",0.8
2014,Labuan,"Agriculture, forestry and fishing",0.8
2015,Labuan,"Agriculture, forestry and fishing",1.6
2016,Labuan,"Agriculture, forestry and fishing",1.8
2017,Labuan,"Agriculture, forestry and fishing",0.7
2018,Labuan,"Agriculture, forestry and fishing",1.2
2019,Labuan,"Agriculture, forestry and fishing",1.1
2020,Labuan,"Agriculture, forestry and fishing",1.1
2021,Labuan,"Agriculture, forestry and fishing",0.7
2011,Putrajaya,"Agriculture, forestry and fishing",0
2012,Putrajaya,"Agriculture, forestry and fishing",0
2013,Putrajaya,"Agriculture, forestry and fishing",0
2014,Putrajaya,"Agriculture, forestry and fishing",0
2015,Putrajaya,"Agriculture, forestry and fishing",0
2016,Putrajaya,"Agriculture, forestry and fishing",0
2017,Putrajaya,"Agriculture, forestry and fishing",0
2018,Putrajaya,"Agriculture, forestry and fishing",0.2
2019,Putrajaya,"Agriculture, forestry and fishing",0
2020,Putrajaya,"Agriculture, forestry and fishing",0
2021,Putrajaya,"Agriculture, forestry and fishing",1
1982,Johor,Mining and quarrying,1.9
1983,Johor,Mining and quarrying,2.7
1984,Johor,Mining and quarrying,2.5
1985,Johor,Mining and quarrying,2.4
1986,Johor,Mining and quarrying,1.9
1987,Johor,Mining and quarrying,1.8
1988,Johor,Mining and quarrying,1.2
1989,Johor,Mining and quarrying,2.1
1990,Johor,Mining and quarrying,1.2
1992,Johor,Mining and quarrying,3
1993,Johor,Mining and quarrying,2.8
1995,Johor,Mining and quarrying,1.6
1996,Johor,Mining and quarrying,1.8
1997,Johor,Mining and quarrying,2.8
1998,Johor,Mining and quarrying,2.1
1999,Johor,Mining and quarrying,3.4
2000,Johor,Mining and quarrying,2.3
2001,Johor,Fishing,10.1
2002,Johor,Fishing,8.8
2003,Johor,Fishing,12.6
2004,Johor,Fishing,9.3
2005,Johor,Fishing,9.8
2006,Johor,Fishing,10
2007,Johor,Fishing,9.5
2008,Johor,Fishing,9
2009,Johor,Fishing,6.8
2010,Johor,Mining and quarrying,7.5
2011,Johor,Mining and quarrying,7.5
2012,Johor,Mining and quarrying,4.5
2013,Johor,Mining and quarrying,4.2
2014,Johor,Mining and quarrying,3.1
2015,Johor,Mining and quarrying,5.2
2016,Johor,Mining and quarrying,7.8
2017,Johor,Mining and quarrying,8.9
2018,Johor,Mining and quarrying,6.3
2019,Johor,Mining and quarrying,8.9
2020,Johor,Mining and quarrying,7.8
2021,Johor,Mining and quarrying,9.8
1982,Kedah,Mining and quarrying,1.9
1983,Kedah,Mining and quarrying,1.7
1984,Kedah,Mining and quarrying,1.2
1985,Kedah,Mining and quarrying,0.9
1986,Kedah,Mining and quarrying,1.1
1987,Kedah,Mining and quarrying,0.7
1988,Kedah,Mining and quarrying,1
1989,Kedah,Mining and quarrying,0.2
1990,Kedah,Mining and quarrying,0.3
1992,Kedah,Mining and quarrying,1
1993,Kedah,Mining and quarrying,1.5
1995,Kedah,Mining and quarrying,1.3
1996,Kedah,Mining and quarrying,1.4
1997,Kedah,Mining and quarrying,1.1
1998,Kedah,Mining and quarrying,1.1
1999,Kedah,Mining and quarrying,1.8
2000,Kedah,Mining and quarrying,1
2001,Kedah,Fishing,9.7
2002,Kedah,Fishing,7.4
2003,Kedah,Fishing,8.4
2004,Kedah,Fishing,11.4
2005,Kedah,Fishing,9.9
2006,Kedah,Fishing,6.6
2007,Kedah,Fishing,6.6
2008,Kedah,Fishing,8.6
2009,Kedah,Fishing,11.4
2010,Kedah,Mining and quarrying,0.7
2011,Kedah,Mining and quarrying,0.9
2012,Kedah,Mining and quarrying,2.4
2013,Kedah,Mining and quarrying,2.7
2014,Kedah,Mining and quarrying,1.5
2015,Kedah,Mining and quarrying,2.6
2016,Kedah,Mining and quarrying,1.9
2017,Kedah,Mining and quarrying,1.6
2018,Kedah,Mining and quarrying,1.3
2019,Kedah,Mining and quarrying,1.5
2020,Kedah,Mining and quarrying,1.9
2021,Kedah,Mining and quarrying,1.3
1982,Kelantan,Mining and quarrying,0.8
1983,Kelantan,Mining and quarrying,0
1984,Kelantan,Mining and quarrying,1
1985,Kelantan,Mining and quarrying,0.9
1986,Kelantan,Mining and quarrying,0.8
1987,Kelantan,Mining and quarrying,0.3
1988,Kelantan,Mining and quarrying,0.6
1989,Kelantan,Mining and quarrying,0.5
1990,Kelantan,Mining and quarrying,0.3
1992,Kelantan,Mining and quarrying,0.5
1993,Kelantan,Mining and quarrying,1.3
1995,Kelantan,Mining and quarrying,0.6
1996,Kelantan,Mining and quarrying,0.9
1997,Kelantan,Mining and quarrying,1.1
1998,Kelantan,Mining and quarrying,0.4
1999,Kelantan,Mining and quarrying,0.5
2000,Kelantan,Mining and quarrying,0.4
2001,Kelantan,Fishing,4
2002,Kelantan,Fishing,3.7
2003,Kelantan,Fishing,3
2004,Kelantan,Fishing,4.7
2005,Kelantan,Fishing,4.8
2006,Kelantan,Fishing,4.6
2007,Kelantan,Fishing,2.4
2008,Kelantan,Fishing,3.9
2009,Kelantan,Fishing,4.7
2010,Kelantan,Mining and quarrying,1
2011,Kelantan,Mining and quarrying,1.9
2012,Kelantan,Mining and quarrying,1.1
2013,Kelantan,Mining and quarrying,2.1
2014,Kelantan,Mining and quarrying,1.2
2015,Kelantan,Mining and quarrying,2.5
2016,Kelantan,Mining and quarrying,2.1
2017,Kelantan,Mining and quarrying,1.5
2018,Kelantan,Mining and quarrying,2.6
2019,Kelantan,Mining and quarrying,2
2020,Kelantan,Mining and quarrying,2.5
2021,Kelantan,Mining and quarrying,2.5
1982,MALAYSIA,Mining and quarrying,51.7
1983,MALAYSIA,Mining and quarrying,55.1
1984,MALAYSIA,Mining and quarrying,46.5
1985,MALAYSIA,Mining and quarrying,44.4
1986,MALAYSIA,Mining and quarrying,40.6
1987,MALAYSIA,Mining and quarrying,33
1988,MALAYSIA,Mining and quarrying,30.7
1989,MALAYSIA,Mining and quarrying,33.1
1990,MALAYSIA,Mining and quarrying,36.8
1992,MALAYSIA,Mining and quarrying,36.3
1993,MALAYSIA,Mining and quarrying,37.6
1995,MALAYSIA,Mining and quarrying,32.5
1996,MALAYSIA,Mining and quarrying,35
1997,MALAYSIA,Mining and quarrying,38.5
1998,MALAYSIA,Mining and quarrying,28.4
1999,MALAYSIA,Mining and quarrying,37.8
2000,MALAYSIA,Mining and quarrying,27.7
2001,MALAYSIA,Fishing,127.7
2002,MALAYSIA,Fishing,107.7
2003,MALAYSIA,Fishing,107
2004,MALAYSIA,Fishing,126.1
2005,MALAYSIA,Fishing,115.2
2006,MALAYSIA,Fishing,128.2
2007,MALAYSIA,Fishing,120.9
2008,MALAYSIA,Fishing,122.1
2009,MALAYSIA,Fishing,121.5
2010,MALAYSIA,Mining and quarrying,57.2
2011,MALAYSIA,Mining and quarrying,73.5
2012,MALAYSIA,Mining and quarrying,80.8
2013,MALAYSIA,Mining and quarrying,87.9
2014,MALAYSIA,Mining and quarrying,84.7
2015,MALAYSIA,Mining and quarrying,104.4
2016,MALAYSIA,Mining and quarrying,96.3
2017,MALAYSIA,Mining and quarrying,97.2
2018,MALAYSIA,Mining and quarrying,90.8
2019,MALAYSIA,Mining and quarrying,91
2020,MALAYSIA,Mining and quarrying,82.2
2021,MALAYSIA,Mining and quarrying,81.9
1982,Melaka,Mining and quarrying,0.2
1983,Melaka,Mining and quarrying,0
1984,Melaka,Mining and quarrying,0.5
1985,Melaka,Mining and quarrying,0.1
1986,Melaka,Mining and quarrying,0.1
1987,Melaka,Mining and quarrying,0.3
1988,Melaka,Mining and quarrying,0
1989,Melaka,Mining and quarrying,0.3
1990,Melaka,Mining and quarrying,0.2
1992,Melaka,Mining and quarrying,0.1
1993,Melaka,Mining and quarrying,0.9
1995,Melaka,Mining and quarrying,0.8
1996,Melaka,Mining and quarrying,0.3
1997,Melaka,Mining and quarrying,0.9
1998,Melaka,Mining and quarrying,0.2
1999,Melaka,Mining and quarrying,0.1
2000,Melaka,Mining and quarrying,0.2
2001,Melaka,Fishing,0.8
2002,Melaka,Fishing,0.5
2003,Melaka,Fishing,0.6
2004,Melaka,Fishing,0.9
2005,Melaka,Fishing,1
2006,Melaka,Fishing,1.3
2007,Melaka,Fishing,0.9
2008,Melaka,Fishing,0.8
2009,Melaka,Fishing,1.1
2010,Melaka,Mining and quarrying,0.4
2011,Melaka,Mining and quarrying,0.4
2012,Melaka,Mining and quarrying,2.2
2013,Melaka,Mining and quarrying,1.1
2014,Melaka,Mining and quarrying,0.6
2015,Melaka,Mining and quarrying,1.8
2016,Melaka,Mining and quarrying,2.9
2017,Melaka,Mining and quarrying,2.2
2018,Melaka,Mining and quarrying,3
2019,Melaka,Mining and quarrying,3.6
2020,Melaka,Mining and quarrying,2.3
2021,Melaka,Mining and quarrying,2.6
1982,Negeri Sembilan,Mining and quarrying,1
1983,Negeri Sembilan,Mining and quarrying,1
1984,Negeri Sembilan,Mining and quarrying,0.6
1985,Negeri Sembilan,Mining and quarrying,1
1986,Negeri Sembilan,Mining and quarrying,0.8
1987,Negeri Sembilan,Mining and quarrying,0.5
1988,Negeri Sembilan,Mining and quarrying,0.5
1989,Negeri Sembilan,Mining and quarrying,0.8
1990,Negeri Sembilan,Mining and quarrying,0.4
1992,Negeri Sembilan,Mining and quarrying,0.6
1993,Negeri Sembilan,Mining and quarrying,0.7
1995,Negeri Sembilan,Mining and quarrying,0.7
1996,Negeri Sembilan,Mining and quarrying,2
1997,Negeri Sembilan,Mining and quarrying,0.6
1998,Negeri Sembilan,Mining and quarrying,0.7
1999,Negeri Sembilan,Mining and quarrying,0.7
2000,Negeri Sembilan,Mining and quarrying,1.2
2001,Negeri Sembilan,Fishing,0.8
2002,Negeri Sembilan,Fishing,0.4
2003,Negeri Sembilan,Fishing,0.5
2004,Negeri Sembilan,Fishing,0.7
2005,Negeri Sembilan,Fishing,0.4
2006,Negeri Sembilan,Fishing,0.6
2007,Negeri Sembilan,Fishing,0.3
2008,Negeri Sembilan,Fishing,0.6
2009,Negeri Sembilan,Fishing,0.8
2010,Negeri Sembilan,Mining and quarrying,0.7
2011,Negeri Sembilan,Mining and quarrying,1.3
2012,Negeri Sembilan,Mining and quarrying,1.1
2013,Negeri Sembilan,Mining and quarrying,1.5
2014,Negeri Sembilan,Mining and quarrying,1.2
2015,Negeri Sembilan,Mining and quarrying,2.1
2016,Negeri Sembilan,Mining and quarrying,2.1
2017,Negeri Sembilan,Mining and quarrying,1.6
2018,Negeri Sembilan,Mining and quarrying,3.2
2019,Negeri Sembilan,Mining and quarrying,2.9
2020,Negeri Sembilan,Mining and quarrying,3.6
2021,Negeri Sembilan,Mining and quarrying,3.8
1982,Pulau Pinang,Mining and quarrying,1.1
1983,Pulau Pinang,Mining and quarrying,2
1984,Pulau Pinang,Mining and quarrying,0.5
1985,Pulau Pinang,Mining and quarrying,0.8
1986,Pulau Pinang,Mining and quarrying,0.7
1987,Pulau Pinang,Mining and quarrying,0.8
1988,Pulau Pinang,Mining and quarrying,0.9
1989,Pulau Pinang,Mining and quarrying,0.6
1990,Pulau Pinang,Mining and quarrying,0.5
1992,Pulau Pinang,Mining and quarrying,0.4
1993,Pulau Pinang,Mining and quarrying,0.3
1995,Pulau Pinang,Mining and quarrying,0.4
1996,Pulau Pinang,Mining and quarrying,0.6
1997,Pulau Pinang,Mining and quarrying,0.8
1998,Pulau Pinang,Mining and quarrying,1.1
1999,Pulau Pinang,Mining and quarrying,0.9
2000,Pulau Pinang,Mining and quarrying,0.8
2001,Pulau Pinang,Fishing,5.3
2002,Pulau Pinang,Fishing,3.7
2003,Pulau Pinang,Fishing,5.3
2004,Pulau Pinang,Fishing,5.5
2005,Pulau Pinang,Fishing,4.5
2006,Pulau Pinang,Fishing,4.5
2007,Pulau Pinang,Fishing,6.4
2008,Pulau Pinang,Fishing,5.6
